filename,msat,vsat,mbr,vbr,bf,gf,observed
20160504_090005.jpg, 0.13392, 434.4, 0.65182, 185.6, 0.81828, 0.15214, 4
20160503_180001.jpg, 0.13452, 622.6, 0.69446, 558.4, 0.64847, 0.28527, 5
20160513_120002.jpg, 0.05720, 193.5, 0.67615, 391.7, 0.27140, 0.42826, 6
20160506_090002.jpg, 0.11272, 342.8, 0.67587, 491.6, 0.73410, 0.38581, 5
20160516_150005.jpg, 0.08904, 235.2, 0.64069, 400.6, 0.46814, 0.30041, 3
20160428_150005.jpg, 0.04949, 68.2, 0.64725, 975.5, 0.25046, 0.28216, 7
20160529_150001.jpg, 0.01820, 21.3, 0.79807, 402.8, 0.07673, 0.88631, 8
20160525_000002.jpg, 0.00000, 0.0, 0.17676, 21.2, 0.00000, 0.00004, 
20160424_030006.jpg, 0.00000, 0.0, 0.39104, 160.1, 0.00000, 0.00275, 
20160426_120002.jpg, 0.04726, 59.6, 0.66277, 1781.3, 0.13787, 0.37519, 6
20160511_000001.jpg, 0.00000, 0.0, 0.07017, 26.5, 0.00000, 0.00002, 
20160424_000003.jpg, 0.00000, 0.0, 0.12963, 263.5, 0.00000, 0.00143, 
20160429_150001.jpg, 0.03737, 76.0, 0.72875, 2692.5, 0.29694, 0.18390, 7
20160512_180002.jpg, 0.05580, 98.3, 0.67045, 182.0, 0.24911, 0.26016, 7
20160504_120001.jpg, 0.20352, 296.1, 0.66792, 152.4, 0.97893, 0.22160, 3
20160501_150001.jpg, 0.04639, 68.5, 0.71972, 735.5, 0.02619, 0.43641, 7
20160428_180001.jpg, 0.03682, 71.7, 0.73374, 347.3, 0.18409, 0.69814, 8
20160518_060005.jpg, 0.05064, 109.9, 0.65719, 41.8, 0.40130, 0.06535, 7
20160527_150005.jpg, 0.05386, 151.6, 0.67463, 1494.5, 0.06857, 0.35505, 4
20160523_210002.jpg, 0.73195, 13.1, 0.65313, 227.1, 1.00000, 0.00000, 
20160505_030001.jpg, 0.41145, 149.4, 0.82257, 233.2, 1.00000, 0.00000, 

